Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month
CA-2025-212035,2025-07-20,2025-07-23,Standard Class,CUST-44433,Corporate,United States,Florida City,Florida,South,PROD-FUR-7096,Furniture,Tables,Dining Table,321.28,1,0.4,-118.72,2025,July
CA-2023-368774,2023-06-07,2023-06-11,First Class,CUST-54645,Consumer,United States,Ohio City,Ohio,East,PROD-FUR-2620,Furniture,Tables,Conference Table,950.94,2,0.0,70.94,2023,June
CA-2026-260786,2026-03-13,2026-03-20,Standard Class,CUST-25701,Consumer,United States,Minnesota City,Minnesota,Central,PROD-TEC-2245,Technology,Machines,Laminating Machine,2527.84,7,0.0,935.34,2026,March
CA-2024-948503,2024-02-23,2024-02-26,Standard Class,CUST-27198,Consumer,United States,Pennsylvania City,Pennsylvania,East,PROD-OFF-8013,Office Supplies,Paper,Color Paper Pack,57.88,4,0.0,12.88,2024,February
CA-2023-290477,2023-02-27,2023-03-03,Second Class,CUST-26065,Corporate,United States,California City,California,West,PROD-FUR-1561,Furniture,Furnishings,LED Desk Lamp,97.55,3,0.15,-8.05,2023,February
CA-2026-439974,2026-05-16,2026-05-19,Standard Class,CUST-44948,Corporate,United States,Arizona City,Arizona,West,PROD-TEC-1288,Technology,Accessories,Webcam 1080p,168.3,2,0.0,64.3,2026,May
CA-2025-668422,2025-04-27,2025-05-02,Standard Class,CUST-30719,Consumer,United States,Pennsylvania City,Pennsylvania,East,PROD-OFF-5791,Office Supplies,Paper,Premium A4 Copy Paper,81.65,5,0.0,25.4,2025,April
CA-2026-333725,2026-04-07,2026-04-11,First Class,CUST-47823,Corporate,United States,Ohio City,Ohio,East,PROD-FUR-2919,Furniture,Chairs,Executive Leather Chair,250.6,1,0.0,30.6,2026,April
CA-2025-991641,2025-11-02,2025-11-04,Second Class,CUST-24456,Corporate,United States,Colorado City,Colorado,West,PROD-OFF-8614,Office Supplies,Storage,Cardboard Storage Box,162.19,3,0.1,27.19,2025,November
CA-2024-488938,2024-06-09,2024-06-15,Standard Class,CUST-80375,Corporate,United States,Georgia City,Georgia,South,PROD-OFF-1510,Office Supplies,Storage,Cardboard Storage Box,48.65,1,0.1,3.65,2024,June
CA-2023-650104,2023-10-30,2023-11-03,Standard Class,CUST-80202,Consumer,United States,Illinois City,Illinois,Central,PROD-OFF-3063,Office Supplies,Binders,3-Ring Binder,14.59,2,0.0,2.59,2023,October
CA-2024-734493,2024-08-29,2024-09-04,Standard Class,CUST-25619,Consumer,United States,North Carolina City,North Carolina,South,PROD-OFF-6718,Office Supplies,Paper,Color Paper Pack,41.92,3,0.0,8.17,2024,August
CA-2023-873360,2023-03-19,2023-03-24,Second Class,CUST-28170,Consumer,United States,Oregon City,Oregon,West,PROD-OFF-5861,Office Supplies,Binders,Heavy Duty Binder,25.58,3,0.0,7.58,2023,March
CA-2023-644611,2023-10-20,2023-10-25,Standard Class,CUST-52923,Corporate,United States,Michigan City,Michigan,Central,PROD-TEC-2669,Technology,Accessories,USB-C Hub,442.4,6,0.0,130.4,2023,October
CA-2026-387062,2026-04-18,2026-04-20,First Class,CUST-16021,Corporate,United States,North Carolina City,North Carolina,South,PROD-OFF-5558,Office Supplies,Binders,Presentation Binder,69.33,9,0.0,15.33,2026,April
CA-2023-662345,2023-12-17,2023-12-24,Standard Class,CUST-82743,Consumer,United States,Minnesota City,Minnesota,Central,PROD-FUR-3913,Furniture,Tables,Conference Table,1446.81,3,0.0,126.81,2023,December
CA-2025-528906,2025-05-04,2025-05-09,Standard Class,CUST-10597,Home Office,United States,Washington City,Washington,West,PROD-OFF-3160,Office Supplies,Appliances,Microwave,310.37,3,0.15,40.37,2025,May
CA-2025-958312,2025-04-01,2025-04-03,Standard Class,CUST-98406,Consumer,United States,New York City,New York,East,PROD-OFF-7101,Office Supplies,Art,Acrylic Paint Set,76.2,4,0.0,16.2,2025,April
CA-2025-123382,2025-11-01,2025-11-06,Standard Class,CUST-67560,Corporate,United States,Oregon City,Oregon,West,PROD-TEC-8074,Technology,Accessories,Mechanical Keyboard,154.89,2,0.0,50.89,2025,November
CA-2024-546021,2024-09-12,2024-09-19,Standard Class,CUST-24235,Consumer,United States,Tennessee City,Tennessee,South,PROD-TEC-2614,Technology,Phones,Wireless Phone Charger,770.71,2,0.1,250.71,2024,September
CA-2025-118781,2025-12-28,2026-01-01,Standard Class,CUST-59648,Consumer,United States,Massachusetts City,Massachusetts,East,PROD-OFF-5364,Office Supplies,Paper,Cardstock Paper,13.05,1,0.15,1.8,2025,December
CA-2026-469841,2026-01-15,2026-01-19,Standard Class,CUST-41126,Corporate,United States,Michigan City,Michigan,Central,PROD-TEC-6879,Technology,Accessories,Webcam 1080p,47.29,1,0.4,-4.71,2026,January
CA-2026-211889,2026-02-03,2026-02-08,Standard Class,CUST-76483,Corporate,United States,Oregon City,Oregon,West,PROD-TEC-5617,Technology,Phones,VoIP Desk Phone,3943.79,10,0.0,1343.79,2026,February
CA-2024-610708,2024-04-20,2024-04-27,Standard Class,CUST-59323,Corporate,United States,Washington City,Washington,West,PROD-TEC-9945,Technology,Copiers,Compact Scanner,3105.61,6,0.4,-404.39,2024,April
CA-2025-593857,2025-03-17,2025-03-24,First Class,CUST-67183,Consumer,United States,Oregon City,Oregon,West,PROD-TEC-4909,Technology,Machines,Binding Machine,634.27,2,0.0,179.27,2025,March
CA-2024-308260,2024-10-25,2024-10-30,Second Class,CUST-15594,Corporate,United States,Michigan City,Michigan,Central,PROD-TEC-3655,Technology,Copiers,Color Laser Printer,3779.95,5,0.15,854.95,2024,October
CA-2024-196707,2024-10-01,2024-10-03,Standard Class,CUST-63365,Home Office,United States,Georgia City,Georgia,South,PROD-OFF-6747,Office Supplies,Storage,Plastic Storage Bin,130.48,2,0.0,40.48,2024,October
CA-2026-131153,2026-04-05,2026-04-10,Standard Class,CUST-96135,Corporate,United States,Michigan City,Michigan,Central,PROD-FUR-4648,Furniture,Chairs,Office Ergonomic Chair,714.84,3,0.0,54.84,2026,April
CA-2024-680061,2024-09-15,2024-09-19,Standard Class,CUST-15212,Home Office,United States,Michigan City,Michigan,Central,PROD-OFF-6767,Office Supplies,Appliances,Air Purifier,352.64,3,0.0,82.64,2024,September
CA-2026-465721,2026-04-04,2026-04-11,Standard Class,CUST-27776,Home Office,United States,Florida City,Florida,South,PROD-OFF-9621,Office Supplies,Art,Colored Pencils,34.36,2,0.15,4.36,2026,April
CA-2025-451206,2025-12-19,2025-12-23,Standard Class,CUST-60870,Consumer,United States,Massachusetts City,Massachusetts,East,PROD-FUR-9167,Furniture,Chairs,Stacking Chair,490.92,2,0.0,50.92,2025,December
CA-2025-410725,2025-02-26,2025-03-02,Standard Class,CUST-65152,Consumer,United States,Washington City,Washington,West,PROD-FUR-1260,Furniture,Tables,Coffee Table,1011.39,2,0.0,131.39,2025,February
CA-2025-678621,2025-05-16,2025-05-22,First Class,CUST-30754,Consumer,United States,New Jersey City,New Jersey,East,PROD-FUR-5916,Furniture,Chairs,Office Ergonomic Chair,453.03,2,0.0,13.03,2025,May
CA-2025-916445,2025-06-29,2025-07-04,Standard Class,CUST-94458,Corporate,United States,Georgia City,Georgia,South,PROD-FUR-1872,Furniture,Chairs,Office Ergonomic Chair,234.09,1,0.1,14.09,2025,June
CA-2025-850909,2025-02-07,2025-02-13,First Class,CUST-89991,Corporate,United States,New York City,New York,East,PROD-FUR-4355,Furniture,Furnishings,Floor Mat,127.88,3,0.0,22.28,2025,February
CA-2024-672130,2024-08-08,2024-08-15,Standard Class,CUST-82115,Consumer,United States,California City,California,West,PROD-OFF-3548,Office Supplies,Appliances,Compact Refrigerator,110.71,1,0.15,20.71,2024,August
CA-2024-925539,2024-02-01,2024-02-03,Second Class,CUST-56539,Consumer,United States,California City,California,West,PROD-OFF-3215,Office Supplies,Appliances,Air Purifier,543.53,5,0.1,93.53,2024,February
CA-2024-137570,2024-10-20,2024-10-24,Standard Class,CUST-67888,Consumer,United States,Georgia City,Georgia,South,PROD-OFF-9600,Office Supplies,Appliances,Compact Refrigerator,390.81,3,0.0,120.81,2024,October
CA-2025-885339,2025-06-25,2025-06-29,Standard Class,CUST-97977,Corporate,United States,Virginia City,Virginia,South,PROD-OFF-3082,Office Supplies,Binders,3-Ring Binder,22.74,3,0.0,4.74,2025,June
CA-2023-806931,2023-10-06,2023-10-09,Standard Class,CUST-47997,Consumer,United States,California City,California,West,PROD-TEC-4283,Technology,Copiers,All-in-One Copier,1028.72,2,0.4,-141.28,2023,October
CA-2025-769764,2025-02-16,2025-02-21,First Class,CUST-89062,Corporate,United States,Michigan City,Michigan,Central,PROD-FUR-8812,Furniture,Bookcases,Modular Shelving Unit,1529.16,9,0.0,103.56,2025,February
CA-2024-643753,2024-07-21,2024-07-25,Standard Class,CUST-80022,Corporate,United States,Minnesota City,Minnesota,Central,PROD-OFF-9015,Office Supplies,Art,Whiteboard Markers,43.86,3,0.3,-1.14,2024,July
CA-2023-261860,2023-02-13,2023-02-17,Second Class,CUST-61432,Corporate,United States,Arizona City,Arizona,West,PROD-TEC-1465,Technology,Phones,Wireless Phone Charger,1240.44,3,0.0,460.44,2023,February
CA-2024-472107,2024-04-28,2024-04-30,Second Class,CUST-75020,Consumer,United States,Indiana City,Indiana,Central,PROD-FUR-7391,Furniture,Bookcases,Modular Shelving Unit,855.43,5,0.0,63.43,2024,April
CA-2023-908593,2023-10-21,2023-10-26,Standard Class,CUST-10528,Consumer,United States,Tennessee City,Tennessee,South,PROD-TEC-6950,Technology,Machines,Paper Shredder,658.4,2,0.1,203.4,2023,October
CA-2026-470522,2026-05-27,2026-05-29,Same Day,CUST-37738,Home Office,United States,Colorado City,Colorado,West,PROD-TEC-5071,Technology,Accessories,Wireless Mouse,173.0,2,0.0,69.0,2026,May
CA-2023-965754,2023-08-09,2023-08-14,Same Day,CUST-74796,Consumer,United States,Ohio City,Ohio,East,PROD-OFF-9792,Office Supplies,Appliances,Space Heater,342.08,3,0.0,72.08,2023,August
CA-2024-100944,2024-01-03,2024-01-07,Standard Class,CUST-60304,Consumer,United States,Oregon City,Oregon,West,PROD-TEC-7984,Technology,Accessories,Webcam 1080p,514.02,6,0.0,202.02,2024,January
CA-2025-167438,2025-02-02,2025-02-04,First Class,CUST-19114,Consumer,United States,Ohio City,Ohio,East,PROD-TEC-7249,Technology,Phones,VoIP Desk Phone,957.12,3,0.15,177.12,2025,February
CA-2025-979577,2025-12-02,2025-12-07,First Class,CUST-40540,Corporate,United States,Illinois City,Illinois,Central,PROD-FUR-5210,Furniture,Bookcases,5-Shelf Bookcase,351.07,2,0.0,34.27,2025,December
CA-2025-601616,2025-08-24,2025-08-26,Standard Class,CUST-59222,Home Office,United States,Georgia City,Georgia,South,PROD-TEC-7391,Technology,Phones,Bluetooth Headset,721.48,2,0.0,201.48,2025,August
CA-2024-937462,2024-03-01,2024-03-04,First Class,CUST-46355,Consumer,United States,Georgia City,Georgia,South,PROD-FUR-3517,Furniture,Bookcases,Metal Storage Bookcase,163.95,1,0.0,5.55,2024,March
CA-2025-262948,2025-11-09,2025-11-14,Standard Class,CUST-68597,Consumer,United States,California City,California,West,PROD-OFF-5865,Office Supplies,Storage,Plastic Storage Bin,120.42,2,0.0,30.42,2025,November
CA-2023-237912,2023-09-26,2023-10-03,Second Class,CUST-70727,Corporate,United States,Texas City,Texas,Central,PROD-FUR-2849,Furniture,Furnishings,Wall Clock,43.4,1,0.0,8.2,2023,September
CA-2023-591112,2023-10-31,2023-11-03,Standard Class,CUST-75077,Consumer,United States,Ohio City,Ohio,East,PROD-OFF-7989,Office Supplies,Binders,Pocket Folder,4.33,1,0.4,-1.67,2023,October
CA-2024-783550,2024-01-12,2024-01-16,Second Class,CUST-55215,Corporate,United States,New Jersey City,New Jersey,East,PROD-FUR-8433,Furniture,Bookcases,Modular Shelving Unit,297.4,2,0.2,-19.4,2024,January
CA-2025-953575,2025-08-18,2025-08-22,Standard Class,CUST-76033,Corporate,United States,New Jersey City,New Jersey,East,PROD-FUR-7147,Furniture,Tables,Coffee Table,770.7,2,0.2,-109.3,2025,August
CA-2023-817237,2023-09-20,2023-09-26,Standard Class,CUST-12016,Consumer,United States,Oregon City,Oregon,West,PROD-FUR-8319,Furniture,Bookcases,Wood Bookcase,189.11,1,0.0,30.71,2023,September
CA-2023-960966,2023-01-16,2023-01-20,Second Class,CUST-29798,Consumer,United States,Arizona City,Arizona,West,PROD-FUR-6420,Furniture,Bookcases,5-Shelf Bookcase,160.84,1,0.1,2.44,2023,January
CA-2025-756228,2025-09-23,2025-09-25,Same Day,CUST-89233,Consumer,United States,Colorado City,Colorado,West,PROD-TEC-9078,Technology,Phones,Smartphone X,344.75,1,0.1,84.75,2025,September
CA-2023-987743,2023-07-28,2023-07-31,Standard Class,CUST-36398,Home Office,United States,North Carolina City,North Carolina,South,PROD-OFF-2469,Office Supplies,Binders,3-Ring Binder,17.49,2,0.0,5.49,2023,July
CA-2026-832079,2026-05-12,2026-05-19,Standard Class,CUST-24325,Consumer,United States,Tennessee City,Tennessee,South,PROD-OFF-2081,Office Supplies,Binders,Pocket Folder,68.41,8,0.0,20.41,2026,May
CA-2023-247049,2023-10-31,2023-11-04,Standard Class,CUST-96602,Corporate,United States,Texas City,Texas,Central,PROD-OFF-4325,Office Supplies,Art,Acrylic Paint Set,37.17,2,0.0,7.17,2023,October
CA-2024-661465,2024-04-19,2024-04-24,Second Class,CUST-54839,Consumer,United States,Massachusetts City,Massachusetts,East,PROD-OFF-7569,Office Supplies,Storage,Plastic Storage Bin,126.87,2,0.0,36.87,2024,April
CA-2024-527530,2024-10-22,2024-10-27,Second Class,CUST-76126,Home Office,United States,New Jersey City,New Jersey,East,PROD-FUR-2379,Furniture,Tables,Computer Desk,1176.52,3,0.2,-143.48,2024,October
CA-2023-896177,2023-05-26,2023-05-29,Standard Class,CUST-65041,Consumer,United States,North Carolina City,North Carolina,South,PROD-FUR-4535,Furniture,Tables,Conference Table,1390.18,3,0.0,70.18,2023,May
CA-2025-555561,2025-02-28,2025-03-05,Second Class,CUST-25861,Consumer,United States,Indiana City,Indiana,Central,PROD-OFF-1236,Office Supplies,Binders,3-Ring Binder,5.11,1,0.3,-0.89,2025,February
CA-2025-817817,2025-03-17,2025-03-22,Standard Class,CUST-22906,Consumer,United States,New Jersey City,New Jersey,East,PROD-OFF-5942,Office Supplies,Paper,Premium A4 Copy Paper,84.7,6,0.0,17.2,2025,March
CA-2025-138575,2025-11-16,2025-11-23,First Class,CUST-35968,Consumer,United States,New Jersey City,New Jersey,East,PROD-OFF-5887,Office Supplies,Binders,3-Ring Binder,7.31,1,0.0,1.31,2025,November
CA-2025-306422,2025-02-25,2025-03-01,First Class,CUST-13192,Corporate,United States,Michigan City,Michigan,Central,PROD-FUR-1063,Furniture,Chairs,Stacking Chair,1032.96,4,0.0,152.96,2025,February
CA-2025-826903,2025-09-05,2025-09-11,Second Class,CUST-67801,Consumer,United States,Minnesota City,Minnesota,Central,PROD-FUR-1961,Furniture,Furnishings,Floor Mat,41.38,1,0.0,6.18,2025,September
CA-2023-160155,2023-02-22,2023-02-26,Standard Class,CUST-30514,Corporate,United States,Minnesota City,Minnesota,Central,PROD-TEC-9142,Technology,Machines,3D Printer,1143.44,3,0.0,460.94,2023,February
CA-2026-619637,2026-01-01,2026-01-04,Standard Class,CUST-36918,Corporate,United States,Colorado City,Colorado,West,PROD-FUR-7349,Furniture,Tables,Conference Table,507.89,1,0.0,67.89,2026,January
CA-2024-313328,2024-05-21,2024-05-24,Standard Class,CUST-42210,Consumer,United States,Massachusetts City,Massachusetts,East,PROD-OFF-8962,Office Supplies,Art,Whiteboard Markers,60.1,3,0.0,15.1,2024,May
CA-2023-484333,2023-01-13,2023-01-20,Standard Class,CUST-77203,Consumer,United States,Virginia City,Virginia,South,PROD-OFF-3288,Office Supplies,Appliances,Compact Refrigerator,104.09,1,0.1,14.09,2023,January
CA-2025-919245,2025-01-16,2025-01-20,Standard Class,CUST-40105,Corporate,United States,Virginia City,Virginia,South,PROD-FUR-8543,Furniture,Furnishings,Wall Clock,224.29,6,0.0,13.09,2025,January
CA-2024-952362,2024-10-10,2024-10-15,Standard Class,CUST-74331,Consumer,United States,Colorado City,Colorado,West,PROD-FUR-6125,Furniture,Tables,Conference Table,933.94,2,0.0,53.94,2024,October
CA-2023-937387,2023-02-19,2023-02-24,Standard Class,CUST-57403,Corporate,United States,Pennsylvania City,Pennsylvania,East,PROD-FUR-1999,Furniture,Furnishings,Wall Clock,74.01,2,0.0,3.61,2023,February
CA-2023-531838,2023-10-02,2023-10-07,Second Class,CUST-19290,Corporate,United States,Tennessee City,Tennessee,South,PROD-FUR-5221,Furniture,Bookcases,Wood Bookcase,892.34,5,0.0,100.34,2023,October
CA-2025-798213,2025-04-11,2025-04-16,Standard Class,CUST-26600,Home Office,United States,Illinois City,Illinois,Central,PROD-FUR-6361,Furniture,Bookcases,Modular Shelving Unit,189.66,1,0.0,31.26,2025,April
CA-2023-225407,2023-01-09,2023-01-13,First Class,CUST-95195,Consumer,United States,California City,California,West,PROD-FUR-8720,Furniture,Furnishings,LED Desk Lamp,212.82,5,0.0,36.82,2023,January
CA-2024-590339,2024-09-16,2024-09-20,Standard Class,CUST-31395,Consumer,United States,North Carolina City,North Carolina,South,PROD-OFF-8463,Office Supplies,Appliances,Air Purifier,235.69,2,0.0,55.69,2024,September
CA-2025-389068,2025-07-04,2025-07-11,Standard Class,CUST-52192,Home Office,United States,Pennsylvania City,Pennsylvania,East,PROD-TEC-8111,Technology,Machines,Paper Shredder,998.1,3,0.0,315.6,2025,July
CA-2023-862072,2023-06-15,2023-06-21,First Class,CUST-62703,Consumer,United States,New York City,New York,East,PROD-OFF-6965,Office Supplies,Appliances,Space Heater,357.58,5,0.4,-92.42,2023,June
CA-2026-890168,2026-03-10,2026-03-17,Standard Class,CUST-42963,Consumer,United States,Illinois City,Illinois,Central,PROD-FUR-2562,Furniture,Tables,Computer Desk,842.38,2,0.2,-37.62,2026,March
CA-2025-766217,2025-06-12,2025-06-16,Same Day,CUST-26473,Consumer,United States,Tennessee City,Tennessee,South,PROD-TEC-8041,Technology,Copiers,All-in-One Copier,2014.23,3,0.2,259.23,2025,June
CA-2024-872411,2024-02-04,2024-02-07,Second Class,CUST-52261,Consumer,United States,Colorado City,Colorado,West,PROD-TEC-8865,Technology,Copiers,Compact Scanner,2238.02,3,0.2,483.02,2024,February
CA-2024-240926,2024-11-27,2024-12-01,Second Class,CUST-52816,Home Office,United States,Massachusetts City,Massachusetts,East,PROD-TEC-1045,Technology,Phones,VoIP Desk Phone,2563.98,7,0.0,743.98,2024,November
CA-2025-689930,2025-07-17,2025-07-21,Second Class,CUST-62076,Consumer,United States,Ohio City,Ohio,East,PROD-TEC-6773,Technology,Copiers,Color Laser Printer,1723.73,2,0.0,553.73,2025,July
CA-2025-245109,2025-07-22,2025-07-25,Standard Class,CUST-90731,Consumer,United States,Massachusetts City,Massachusetts,East,PROD-FUR-5289,Furniture,Chairs,Stacking Chair,607.52,3,0.2,-52.48,2025,July
CA-2024-595283,2024-04-18,2024-04-21,Standard Class,CUST-94292,Consumer,United States,Minnesota City,Minnesota,Central,PROD-OFF-1333,Office Supplies,Storage,Desktop Drawer,503.83,10,0.2,53.83,2024,April
CA-2023-744467,2023-03-18,2023-03-23,Standard Class,CUST-97116,Corporate,United States,Pennsylvania City,Pennsylvania,East,PROD-OFF-9376,Office Supplies,Art,Colored Pencils,25.97,2,0.4,-4.03,2023,March
CA-2024-978247,2024-04-08,2024-04-10,Second Class,CUST-88653,Consumer,United States,Florida City,Florida,South,PROD-OFF-5090,Office Supplies,Binders,Heavy Duty Binder,64.55,8,0.0,16.55,2024,April
CA-2024-286110,2024-06-11,2024-06-15,Same Day,CUST-78860,Corporate,United States,Michigan City,Michigan,Central,PROD-TEC-6280,Technology,Copiers,Label Printer,810.56,1,0.0,225.56,2024,June
CA-2024-989217,2024-08-12,2024-08-19,Standard Class,CUST-17897,Consumer,United States,Ohio City,Ohio,East,PROD-FUR-9503,Furniture,Furnishings,Desk Organizer,80.18,2,0.0,9.78,2024,August
CA-2025-671312,2025-05-01,2025-05-06,Standard Class,CUST-43902,Home Office,United States,Illinois City,Illinois,Central,PROD-OFF-2942,Office Supplies,Binders,3-Ring Binder,32.56,4,0.0,8.56,2025,May
CA-2025-644929,2025-08-19,2025-08-24,Standard Class,CUST-33450,Consumer,United States,Arizona City,Arizona,West,PROD-FUR-3062,Furniture,Bookcases,Wood Bookcase,168.7,1,0.0,10.3,2025,August
CA-2025-713311,2025-03-02,2025-03-07,Standard Class,CUST-42500,Consumer,United States,Michigan City,Michigan,Central,PROD-TEC-2711,Technology,Copiers,All-in-One Copier,1863.15,2,0.0,693.15,2025,March
CA-2023-996881,2023-01-29,2023-02-05,First Class,CUST-30600,Corporate,United States,Pennsylvania City,Pennsylvania,East,PROD-FUR-2508,Furniture,Chairs,Executive Leather Chair,471.84,2,0.1,31.84,2023,January
CA-2024-252842,2024-08-17,2024-08-23,Standard Class,CUST-37684,Home Office,United States,Michigan City,Michigan,Central,PROD-OFF-8189,Office Supplies,Art,Acrylic Paint Set,67.66,5,0.3,-7.34,2024,August
CA-2023-616456,2023-01-21,2023-01-28,Second Class,CUST-57498,Consumer,United States,Tennessee City,Tennessee,South,PROD-TEC-4515,Technology,Copiers,Label Printer,711.78,1,0.15,126.78,2023,January
CA-2025-446300,2025-01-22,2025-01-29,Second Class,CUST-18076,Home Office,United States,Texas City,Texas,Central,PROD-TEC-9772,Technology,Accessories,Webcam 1080p,147.19,2,0.0,43.19,2025,January
CA-2023-933334,2023-11-24,2023-11-28,Standard Class,CUST-14176,Consumer,United States,Illinois City,Illinois,Central,PROD-OFF-4075,Office Supplies,Art,Sketchbook,116.47,7,0.2,11.47,2023,November
CA-2024-664396,2024-09-12,2024-09-15,First Class,CUST-43043,Corporate,United States,Washington City,Washington,West,PROD-TEC-4835,Technology,Phones,Smartphone X,374.6,1,0.1,114.6,2024,September
CA-2024-186755,2024-07-31,2024-08-06,First Class,CUST-85023,Corporate,United States,New Jersey City,New Jersey,East,PROD-TEC-7661,Technology,Accessories,Wireless Mouse,91.66,2,0.4,-12.34,2024,July
CA-2023-657343,2023-09-15,2023-09-19,Standard Class,CUST-21937,Consumer,United States,Texas City,Texas,Central,PROD-OFF-9050,Office Supplies,Paper,Recycled Paper,12.99,1,0.1,1.74,2023,September
CA-2026-570328,2026-01-25,2026-01-29,Standard Class,CUST-78731,Consumer,United States,Indiana City,Indiana,Central,PROD-OFF-1721,Office Supplies,Art,Colored Pencils,197.33,10,0.1,47.33,2026,January
CA-2023-646113,2023-01-23,2023-01-27,Standard Class,CUST-60877,Corporate,United States,Arizona City,Arizona,West,PROD-FUR-4730,Furniture,Chairs,Office Ergonomic Chair,512.5,2,0.0,72.5,2023,January
CA-2025-543853,2025-07-16,2025-07-23,Standard Class,CUST-18998,Corporate,United States,Georgia City,Georgia,South,PROD-TEC-1362,Technology,Machines,Laminating Machine,279.61,1,0.2,52.11,2025,July
CA-2026-355494,2026-04-22,2026-04-27,Standard Class,CUST-15349,Corporate,United States,North Carolina City,North Carolina,South,PROD-FUR-1925,Furniture,Furnishings,Desk Organizer,197.22,6,0.1,-13.98,2026,April
CA-2026-903621,2026-04-10,2026-04-14,Standard Class,CUST-73308,Consumer,United States,Minnesota City,Minnesota,Central,PROD-TEC-2331,Technology,Accessories,USB-C Hub,121.35,2,0.2,17.35,2026,April
CA-2025-378606,2025-02-02,2025-02-06,Standard Class,CUST-96067,Consumer,United States,Tennessee City,Tennessee,South,PROD-FUR-1559,Furniture,Bookcases,Modular Shelving Unit,558.84,3,0.0,83.64,2025,February
CA-2024-333127,2024-03-25,2024-03-27,Standard Class,CUST-89232,Consumer,United States,Florida City,Florida,South,PROD-OFF-2550,Office Supplies,Appliances,Compact Refrigerator,615.2,5,0.0,165.2,2024,March
CA-2023-100064,2023-05-15,2023-05-21,Standard Class,CUST-20223,Consumer,United States,Florida City,Florida,South,PROD-FUR-7238,Furniture,Bookcases,Modular Shelving Unit,488.34,3,0.0,13.14,2023,May
CA-2025-780047,2025-01-25,2025-01-30,Second Class,CUST-78835,Corporate,United States,Tennessee City,Tennessee,South,PROD-FUR-4506,Furniture,Bookcases,Metal Storage Bookcase,577.92,3,0.0,102.72,2025,January
CA-2024-350396,2024-07-14,2024-07-18,Standard Class,CUST-20995,Consumer,United States,Minnesota City,Minnesota,Central,PROD-OFF-2494,Office Supplies,Storage,File Cabinet,279.98,5,0.0,54.98,2024,July
CA-2025-194791,2025-02-14,2025-02-16,Standard Class,CUST-64862,Corporate,United States,Minnesota City,Minnesota,Central,PROD-TEC-9172,Technology,Copiers,All-in-One Copier,2636.71,3,0.0,881.71,2025,February
CA-2024-563506,2024-03-03,2024-03-08,Standard Class,CUST-41514,Corporate,United States,Indiana City,Indiana,Central,PROD-TEC-9619,Technology,Copiers,Compact Scanner,1741.11,2,0.0,571.11,2024,March
CA-2026-144552,2026-05-10,2026-05-15,Same Day,CUST-54293,Corporate,United States,New Jersey City,New Jersey,East,PROD-FUR-6088,Furniture,Tables,Conference Table,3687.26,8,0.15,167.26,2026,May
CA-2025-874756,2025-01-28,2025-01-30,Second Class,CUST-77969,Consumer,United States,Oregon City,Oregon,West,PROD-OFF-6440,Office Supplies,Paper,Premium A4 Copy Paper,130.9,8,0.0,40.9,2025,January
CA-2025-232335,2025-04-30,2025-05-07,Standard Class,CUST-26488,Consumer,United States,Virginia City,Virginia,South,PROD-TEC-5723,Technology,Accessories,USB-C Hub,76.33,1,0.1,24.33,2025,April
CA-2023-519230,2023-01-26,2023-02-01,Standard Class,CUST-23305,Home Office,United States,Texas City,Texas,Central,PROD-FUR-8190,Furniture,Chairs,Executive Leather Chair,1846.53,9,0.1,-133.47,2023,January
CA-2024-582757,2024-03-25,2024-03-31,Second Class,CUST-86421,Home Office,United States,Indiana City,Indiana,Central,PROD-OFF-3318,Office Supplies,Art,Whiteboard Markers,118.48,8,0.2,-1.52,2024,March
CA-2023-549303,2023-12-17,2023-12-24,Standard Class,CUST-47697,Corporate,United States,Pennsylvania City,Pennsylvania,East,PROD-TEC-8892,Technology,Phones,Smartphone X,435.22,1,0.0,175.22,2023,December
CA-2025-375871,2025-11-12,2025-11-16,First Class,CUST-19953,Corporate,United States,New York City,New York,East,PROD-FUR-2381,Furniture,Furnishings,Desk Organizer,39.31,1,0.0,4.11,2025,November
CA-2025-835901,2025-06-08,2025-06-12,Standard Class,CUST-79070,Corporate,United States,Arizona City,Arizona,West,PROD-FUR-9984,Furniture,Furnishings,LED Desk Lamp,77.61,2,0.0,7.21,2025,June
CA-2024-932890,2024-07-22,2024-07-27,First Class,CUST-52269,Consumer,United States,California City,California,West,PROD-OFF-5382,Office Supplies,Binders,Presentation Binder,24.91,3,0.0,6.91,2024,July
CA-2025-201536,2025-04-16,2025-04-21,Standard Class,CUST-80605,Home Office,United States,Florida City,Florida,South,PROD-FUR-3525,Furniture,Furnishings,LED Desk Lamp,126.66,3,0.0,21.06,2025,April
CA-2024-495822,2024-04-06,2024-04-10,First Class,CUST-30128,Consumer,United States,California City,California,West,PROD-FUR-1005,Furniture,Bookcases,5-Shelf Bookcase,593.73,3,0.0,118.53,2024,April
CA-2026-717300,2026-02-12,2026-02-17,Second Class,CUST-26482,Consumer,United States,New Jersey City,New Jersey,East,PROD-TEC-3792,Technology,Machines,3D Printer,745.53,2,0.0,290.53,2026,February
